,url,poster,title,ganres,description,year,rating,cast
0,https://kino.mail.ru/series_794351_neverlend/,https://resizer.mail.ru/p/07cfdae3-d154-5f25-b0a2-959b40c79280/AAAChcZIdqK2bsZtwu47PGaCb9pE_qKgCiZanLQcNx_xBFOwCr5RFkolJLWHeiKxNUhZpuBt4yBmC9nB4mpPddKZNbU.jpg,Неверлэнд,"['фэнтези', 'приключения']","Неверлэнд — королевство в самом центре Вселенной, в которое попадают люди, вырванные из разных времен. Это страна вечного детства, здесь живут пираты XVIII века, племя индейцев… Пиратами управляет Элизабет Бонни, а вот индейцы пытаются защитить от нее дерево духов. Между ними уже давно ведется странная борьба. И вот однажды в это королевство попадают и главные герои сериала «Неверлэнд» Джимми Хук, сирота Питер и его друзья, чтобы украсть волшебное сокровище, с помощью которого можно оказаться в другом мире...","['2011', '(Сериал', 'закончился)']",6.2,"['Рис Иванс, Анна Фрил, Чарльз Дэнс, К’Орианка Килчер, Чарли Роу, Боб Хоскинс, Кира Найтли, Рауль Трухильо, Кэс Анвар, Жорж Агилар', 'Великобритания', '12 +']"
1,https://kino.mail.ru/series_761613_shvatka/,https://resizer.mail.ru/p/2db79872-c2df-5803-9829-eece97c15847/AAACF8tT4DpFA5FmjCZF2oGltoJjAS9_t8pG18PV5RuoGeT7b02qlL5_IT7socl1FTzPPaUQGf5UjxRx-Ujx1J65NvU.jpg,Схватка,"['драма', 'криминал', 'детектив']","Эллен, умная и талантливая выпускница юридической школы, становится помощником Пэтти Хьюз, самой «зубастой акулы» среди адвокатов, которая занимается только делами с очень крупными ставками. Через некоторое время Эллен понимает, что наняли ее не только благодаря хорошему аттестату. Когда Пэтти решает подать иск против влиятельного миллиардера по имени Артур Фробишер, она ставит под угрозу не только собственную жизнь, но и благополучие Эллен и её родных.
Сериал «Схватка» был номинирован на премии «Эмми» и «Золотой глобус».","['2007', '—', '2012']",7.5,"['Гленн Клоуз, Роуз Бирн, Тейт Донован, Закари Бут, Тед Дэнсон, Анастасия Гриффит, Майкл Нури, Ной Бин, Том Нунен, Желько Иванек, Лили Томлин', 'США', '16 +']"
2,https://kino.mail.ru/series_929179_mentalistka/,https://resizer.mail.ru/p/37d07f9d-94b1-5afe-be36-83516e3a0aa8/AQACFtqa1n-f2ZCPpqXpzfvmtWD-mM7IRkKKhkRZUVZY5VbIsAup2L_0L9bYK1s6HCLHgU1W6k2Otk8J8iYS79XwUAo.jpg,Тайна Лилит,"['мелодрама', 'детектив', 'мистика']","Лера, она же Ведьма Лилит — звезда популярного шоу «Битва магов». Она с легкостью распутывает сложные загадки, обладая уникальным чутьем. Очередное задание шоу — найти пропавшую девушку Алену — приводит Леру к страшной находке. В заброшенном колодце Лера обнаруживает тело убитой. У полиции во главе с капитаном Рощиным возникают подозрения насчет Леры. И она оказывается втянута в поиски убийцы...","['2021', '(Сериал', 'закончился)']",7.4,"['Александра Власова, Евгений Морозов, Марат Башаров, Ольга Волкова, Ольга Павловец, Илья Лыков, Алексей Коряков, Александра Каштанова, Андрей Ильин, Владимир Довжик', 'Россия', '16 +']"
3,https://kino.mail.ru/series_789090_lovushka/,https://resizer.mail.ru/p/7ed37291-2195-5045-ab8a-8a577d63d2f1/AAACYN5b-H6TJ_xUqPozHsf6wHase8l6fc-PlukF8cnGHRS7-1JA1u_9zzpY_GfUj09FMLNU_0wWX5_c4Fzm8tQo1vw.jpg,Ловушка,"['драма', 'криминал']","Глава одного из мощных криминальных кланов долгие годы старался вести разумную политику: не хватал чужого, не спускал обид, не бросал друзей и не прощал врагов. Завоевав авторитет даже среди остальных боссов-мафиози, он сумел в своё время приостановить бандитские войны и разборки. Добившись мира для своих подопечных, он решает отправиться на покой, передав власть своим помощникам. Новоиспечённые «крёстные отцы» легко преумножают доходы клана, почти удвоив их. Однако, получая очередную прибыль, они раз за разом переходят дорогу другим группировкам. Перемирие, достигнутое с таким трудом, вот-вот развалится, и бывший лидер вынужден вернуться к своим обязанностям. Чтобы избежать новой криминальной войны, он прилагает все усилия — и первое время ему удаётся достичь желаемого. Но шаткий мир выгоден не всем — после 12 лет заключения из тюрьмы выходит один из самых влиятельных некогда авторитетов. Любой ценой он стремится завоевать утраченные позиции, и большой удачей для него становится назревающий конфликт между кланами.
Сериал «Ловушка» является ремейком армянского телесериала «Ворогайт».","['2013', '(Сериал', 'закончился)']",7.6,"['Сергей Газаров, Игорь Ботвин, Сергей Сосновский, Максим Дрозд, Станислав Боклан, Борис Каморзин, Марина Коняшкина, Валерия Ходос, Вадим Андреев, Ксения Лаврова-Глинка', 'Россия, Украина', '16 +']"
4,https://kino.mail.ru/series_828556_vse_mogut_koroli/,https://resizer.mail.ru/p/9cec942d-3e4c-5538-8f04-d90b4ff9cb88/AAACMTY11Z1uXbcPfy3jb9hdK4gzn_haYOYRTMUJ3mJ4VpggxUw1sxIyo7wlIRlGgFpJSyQjPnrWn48SwapFcRyJsT0.jpg,Все могут короли,['комедия'],"Миша Николаев — типичный представитель среднестатистического офисного работника. Однажды на корпоративной вечеринке, открыв дверь в туалет, он попадает в средневековую Англию, где люди обращаются к Михаилу «Ваша светлость» и называют Майклом Каннингемом, герцогом Уилширским по прозвищу Кровавый. В то же самое время герцог Уилшрский оказывается в современной Москве.
Оба героя сериала «Все могут короли» стойко принимают неожиданный жизненный поворот и удачно вживаются в образ друг друга. Миша благополучно изображает Кровавого герцога, а Каннингем вникает в жизнь современного мегаполиса. Но смогут ли они вернуться домой? А главное — захотят ли? Ведь каждый из них нашел в новом мире свою истинную любовь. Миша влюбляется в родную сестру Майкла, Диану. А Майкл не на шутку увлекается референтом Кирой.","['2015', '—', '2016']",5.4,"['Максим Галкин, Мария Сёмкина, Полина Филоненко, Дмитрий Соломыкин, Александр Пацевич, Александр Сирин, Алексей Веселкин-младший, Светлана Косолапова, Александр Балуев, Александр Ткачев, Андрей Заводюк', 'Россия', '12 +']"
5,https://kino.mail.ru/series_766215_klan_kennedi/,https://resizer.mail.ru/p/7c08fede-2b19-5d92-b833-757692722629/AAACNja0ZzLba2yft8U1iZol3W7rM4Qc1dN_LDSXRpg60bomuIvmLISa2on4XcsyFIsm5b-8lm279Jb-U6jjnMt3vBE.jpg,Клан Кеннеди,"['драма', 'исторический', 'биография']","За те годы, что президент Кеннеди провел у власти, произошло невероятное количество исторически важных событий: Карибский кризис, Берлинский кризис, эскалация конфликта во Вьетнаме, запуск программы «Аполлон». Все это происходило у всех на виду — а вот то, что творилось в семье Кеннеди, стало основным предметом внимания режиссера сериала «Клан Кеннеди».
Действие сериала разворачивается в США на рубеже 50–60-х годов. Несмотря на то, что в процессе работы над сценарием использовались мемуары и недавно рассекреченные данные о президенте Кеннеди, в историко-биографическом мини-сериале имеется целый ряд исторических неточностей.","['2011', '(Сериал', 'закончился)']",6.8,"['Грег Киннир, Кэти Холмс, Том Уилкинсон, Диана Хардкэсл, Кристин Бут, Ротафорд Грэй, Джанелл Хатчинсон, Рэйчел Уилсон, Серж Уд', 'США, Канада', '16 +']"
6,https://kino.mail.ru/series_831173_kuprin_poedinok/,https://resizer.mail.ru/p/394e5dbb-ab56-5586-a287-c80a4b683af4/AAACFmCeGe8ssHxPVzngG3uXMHHB_5YM9kvheW4a5a2QebnZZhZsaO-v7fLTca5MwhHhDl-ktbL2j8MaVXZG22r6MiI.jpg,Куприн. Поединок,"['драма', 'мелодрама']","Часть тетралогии по произведениям Александра Ивановича Куприна. Включает в себя экранизации повестей «Поединок», «Юнкера», «Брегет», «Пиратка» и «Штабс-капитан Рыбников».
Мини-сериал «Куприн. Поединок» снимался в городе Елец. Во всех трех сериалах роль самого Куприна исполнил Михаил Пореченков. Он не только выступает в роли рассказчика, но и вовлечен в сюжет и принимает активное участие в судьбе своих персонажей.","['2014', '(Сериал', 'закончился)']",7.9,"['Михаил Пореченков, Никита Ефремов, Екатерина Вилкова, Роман Мадянов, Екатерина Климова, Сергей Сосновский, Андрей Зибров, Александр Макогон, Василий Мищенко', 'Россия', '16 +']"
7,https://kino.mail.ru/series_835658_oruzhie_pobedi/,https://resizer.mail.ru/p/d1c620d7-ea3e-5238-b5a5-1e551bd53671/AQACC30RfV5IR1Ou7DolAJitYwq-ZbnsLkbsuwYoQRfgsVvocibzpySGWOCzP3BbwfXZRG1J1-F_NxkNlgggNo8b_mg.jpg,Оружие победы,"['документальный', 'исторический', 'военный']","Захватывающий рассказ о нашей военной технике и оружии времен Великой Отечественной войны, с помощью которого Советской армии удалось одержать победу над фашисткой Германией. Советские линкоры, противотанковая артиллерия, истребители и штурмовики, танки и самоходные орудия, ручные гранаты и стрелковое оружие — и это только малый список того, о чем пойдет речь в сериале «Оружие победы». Победа показала, что превосходство в количестве и качестве вооружения, профессиональном уровне бойцов и командиров было на стороне Советской армии.","['2010', '(Сериал', 'закончился)']",8.1,"['Андрей Ярославцев', 'Россия', '0 +']"
8,https://kino.mail.ru/series_772954_stolitsa_greha/,https://resizer.mail.ru/p/1a132f8f-41cb-5dc3-ba05-ec05f94da7ed/AAACCkSre5UuRV5Zcp-XqMtlHeMKkqIHGj98n7D6dKLlgLSI0Vgw8g8uD6LYHqln_HNXL54Voq3MyXxwJvCG0h0SXc8.jpg,Столица греха,['мелодрама'],"Сериал «Столица греха» — это история о двух сестрах, приехавших из провинции покорять Москву и столкнувшихся со всеми «прелестями» мира гламура. Каждая пошла своим путем. Старшая, Катя, мечтает о карьере фотографа. Младшая, Юлька, собирается стать известной топ-моделью. Чтобы исполнить заветную мечту, сестрам придется столкнуться с миром роскоши и глянца. Первые шестнадцать серий повествуют о приключениях старшей сестры (Кати), в последних шестнадцати зрители будут следить, преимущественно, за жизнью младшей (Юльки).","['2010', '(Сериал', 'закончился)']",7.4,"['Екатерина Олькина, Светлана Иванова, Дмитрий Нагиев, Андрей Кузичев, Виктория Толстоганова, Кирилл Нагиев, Ксения Баскакова, Ольга Кузьмина, Эвелина Бледанс, Анастасия Макеева, Екатерина Мельник', 'Россия', '16 +']"
9,https://kino.mail.ru/series_924249_nevesta_komdiva/,https://resizer.mail.ru/p/1a5ff1ae-df61-5715-adf0-34734ce4a666/AAACVrQtbvmv_NrqYxdfqamHeQtwwhElmyxK0V0Gx19F-O8snY-SFb4viTI4Tg1iUQ49C04GSCLagjrSuDt8jxZhi18.jpg,Невеста комдива,"['драма', 'мелодрама']","1977 год. После окончания педагогического института идейная комсомолка Катя получает распределение в военный гарнизон Солнечный. Однако место в школе оказывается занято, и командующий дивизией генерал Кузин предлагает ей работать на коммутаторе. В это время в части происходит нештатная ситуация: летчик-герой Чукин во время тренировочного полета совершает посадку на военном истребителе, чтобы встретиться с невестой Юлей — дочерью комдива. В гарнизон приезжает командующий округа с корреспондентом газеты, который должен сделать позитивный репортаж о достижениях дивизии Кузина. Но корреспондент допускает роковую ошибку, и статья выходит с фотографией Кузина и Кати, где девушка названа невестой комдива.","['2020', '(Сериал', 'закончился)']",6.2,"['Максим Аверин, Александра Никифорова, Нина Усатова, Александра Каштанова, Яна Крайнова, Анна Якунина, Евгений Морозов, Алексей Коряков, Бибигуль Суюншалина, Виолетта Давыдовская, Олег Масленников-Войтов, Михаил Богдасаров', 'Россия', '16 +']"
