,url,poster,title,ganres,description,year,rating,cast
0,https://kino.mail.ru/series_756333_velikolepnii_vek/,https://resizer.mail.ru/p/22d8d2b6-2001-5276-bac0-2719b29a8f1a/AQACOIdAKMuwdDVQg299Yz2XnDp4viUT_5EpjqH23guPD72hi6L3dKnoBkKg7XY_nWQdzfkwEWfvmzJglVnyZ893bJ0.png,Великолепный век,"['драма', 'мелодрама', 'исторический', 'биография']","Турецкая сага о правителе Османской империи и его безумной любви к украинской красавице отчасти основана на реальных событиях. Сериал повествует о наиболее заметных событиях правления султана Сулеймана Великолепного и о его взаимоотношениях с наложницей Александрой, принявшей ислам и получившей имя Хюррем. Османы взяли её в плен во времена набега крымских татар на Рогатин, после чего она была подарена султану будущим визирем Ибрагимом-пашой. Александра — не только искусная любовница, но и умная, интересная собеседница, хорошо разбирающаяся в искусстве и государственных делах. Чтобы реализовать свои амбиции в султанате, Хюррем нейтрализует всех, кто ей может в этом помешать.","['2011', '—', '2014']",6.7,"['Халит Эргенч, Вахиде Гёрдюм, Мерьем Узерли, Нур Феттахоглу, Небахат Чехре, Окан Ялабык, Сельма Эргеч, Филиз Ахмет, Мехмет Гунсур, Саадет Аксой, Бурак Озчивит, Энгин Гюнайдин, Аднан Коч, Тансел Онгел, Озан Гювен, Сабина Тозия', 'Турция', '16 +']"
1,https://kino.mail.ru/series_761825_masha_i_medved/,https://resizer.mail.ru/p/190c4c64-3d60-56f4-9656-79c78fd5c76a/AQACmUnWpraBkBWu9u9zyBJw2FL_tqEYw5MZBWt9rcv-VvpJuvDHq0WntvRYbNlEt9nn175FDx55tFYXkX-mDXeccsA.jpg,Маша и Медведь,"['комедия', 'для детей', 'семейный', 'мультсериалы']","Маша — озорная маленькая девочка — немного шкодлива и непослушна. Предпочитает носить платки и платья в розовом цвете в любое время года. Живет на железнодорожном полустанке. О родителях ничего не известно — предположительно работают в городе и разрешают Маше играть в лесу. Все лесные звери до ужаса боятся шустрой девочки. Она упряма, настойчива, любознательна и по-детски наивна. Очень любит приключения и постоянно втягивает в них спокойного и живущего размеренной жизнью Медведя.
Медведь — в прошлом успешный цирковой актер, а на данный момент является другом и наставником любопытной девочки Маши. В его уютном лесном доме есть все современные удобства — электричество, телефон, почтовый ящик. Медведь любит рыбачить, разводит пчел, собирает ягоды и грибы, выращивает всё необходимое на собственных 6-и сотках. В доме — множество цирковых наград и афиш: Миша умеет жонглировать, кататься на велосипеде, коньках и роликах. Встреча с Машей не оставила ни следа от его размеренной жизни — Медведь погрузился в бесконечные экстремальные приключения и увлекательные авантюры. Поначалу ему это не нравилось, но со временем он понял, что больше не может жить по-старому — Маша наполнила его жизнь яркими красками! Мультсериал «Маша и Медведь» прекрасно подходит как детям, так и взрослым.","['2009', '—', 'по']",7.5,"['Алина Кукушкина, Борис Кутневич, Эдуард Назаров', 'Россия', '0 +']"
2,https://kino.mail.ru/series_755894_igra_prestolov/,https://resizer.mail.ru/p/c33dab69-64c6-588a-8de1-53a95a2fed5b/AAACorts0LuJ9ppqz_OsHqfLbGOW3xmHXbE3-ewrEh_BGMrTSwbstjTQx2LmUV7GxsXEYtLDpVJi7y5pWrp_6T5gPNU.jpg,Игра престолов,"['драма', 'фэнтези', 'приключения']","События сериала разворачиваются на фоне политических интриг и, позже, войны за власть над вымышленным государством Семь Королевств. Роберт Баратеон, король Семи Королевств, просит своего старого друга Эддарда Старка стать его главным советником. Эддард, подозревая, что его предшественник на этом посту был убит, принимает должность, чтобы расследовать обстоятельства его гибели и защитить короля. Борьба за власть между несколькими семьями оборачивается кровопролитием. Тем временем на севере, за Великой стеной, пробуждается забытое древнее зло. В условиях войны и политической неразберихи лишь небольшое братство «Ночной дозор» может защитить людей от этого ужаса.
Сюжет «Игры престолов» основан на популярном в США цикле романов Джорджа Мартина «Песнь льда и огня». Первые два сезона были высоко оценены критиками и получили в общей сложности 8 премий «Эмми».","['2011', '—', '2019']",8.3,"['Кит Харингтон, Лина Хиди, Эмилия Кларк, Софи Тернер, Мэйси Уильямс, Шон Бин, Мишель Фэйрли, Питер Динклэйдж, Марк Эдди, Николай Костер-Вальдау, Натали Дормер, Иэн Глен, Джек Глисон, Кристиан Нэйрн, Сибель Кекилли, Айзек Хемпстед-Райт, Альфи Аллен, Эйдан Гиллен, Стивен Диллэйн, Кэрис Ван Хаутен, Чарльз Дэнс, Ричард Мэдден, Гвендолин Кристи, Натали Эммануэль, Рори МакКанн, Юрий Колокольников, Джон Брэдли, Конлет Хилл, Джером Флинн, Роуз Лесли, Дэниэл Портман, Лиам Каннингэм, Наталия Тена, Кристофер Хивью, Джейкоб Андерсон, Арт Паркинсон, Джейсон Момоа, Иван Реон, Элли Кендрик, Ноа Тейлор, Педро Паскаль, Джемма Уилан, Михил Хаушман, Кейт Дики, Киаран Хайндс, Дэвид Брэдли, Томас Броди-Сэнгстер, Джозеф Демпси, Джонатан Прайс, Макс фон Сюдов, Уна Чаплин, Керри Инграм, Том Влашиха, Пилу Асбек, Тобайас Мензис, Белла Рэмси, Нелл Тайгер Фри', 'США, Мальта, Великобритания', '18 +']"
3,https://kino.mail.ru/series_756993_teoriya_bolshogo_vzriva/,https://resizer.mail.ru/p/7d97f480-3d56-52ce-9f81-9e2a8df8731f/AAAC1d64oZp-yXMrN_pRsyRIEIgLY-LNdS1KeLCLU5tK7vLP-Rd0EXFknHaAZgYYtHg3xU9ikl58LRiJVihtfyfZQ24.jpg,Теория большого взрыва,['комедия'],"Талантливые физики Леонард и Шелдон, считают себя «великими умами» (суммарный IQ — 360). Но их гениальность ничуть не помогает им общаться с людьми, особенно с женщинами. Спокойная жизнь друзей- «ботаников» превращается в неловкую комедию положений, когда напротив них селится блондинка Пенни, мечтающая стать актрисой. Леонард заинтересован девушкой, однако Шелдон понимает, что мечтам его друга не суждено сбыться («Вы с ней два разных биологических вида»). У главных героев имеются также интересные друзья: Говард Воловиц, который нет-нет, да и вставит в разговор фразу на одном из шести освоенных языков, включая русский, и Раджеш Кутраппали, не способный сказать ни слова в присутствии девушки, если не выпьет.
«Теория большого взрыва» впервые вышла на экраны в 2007 году и с тех пор номинировалась на множество премий — однако больше всего побед — в номинации «Лучший комедийный актер» — сериалу принес Джим Парсонс, исполняющий роль Шелдона.","['2007', '—', '2019']",7.7,"['Джонни Галэки, Джим Парсонс, Кейли Куоко, Саймон Хелберг, Кунал Нэйэр, Мелисса Рауш, Майем Биалик, Кэрол Энн Сьюзи, Кристин Барански, Лори Меткаф, Кит Кэрредин', 'США', '18 +']"
4,https://kino.mail.ru/series_756387_dnevniki_vampira/,https://resizer.mail.ru/p/41ada4de-2838-5018-94c9-01f258ae67ca/AAACguhgZmcD4X2htRNM6VUPz4NaoMhE7nP7O4LvK7nyspNITY-8ACkl6TRiwfz_rAf96Nqd4bfXuWPX04TOYiLX5Yk.jpg,Дневники вампира,"['драма', 'фэнтези', 'ужасы', 'триллер', 'мистика']","Прошло всего четыре месяца после трагической аварии, в которой погибли их родители, и 17-летняя Елена Гилберт и ее 15-летний брат Джереми все еще пытаются оправиться от потери и вернуться к нормальной жизни. Елена всегда была отличной ученицей, и популярной девушкой в школе, но теперь ей очень тяжело скрывать свою печаль от внешнего мира. В начале учебного года внимание Елены и ее друзей привлекает новый ученик, загадочный и красивый Стефан Сальваторе.
Стефан и Елена тут же чувствуют взаимную симпатию, но Елена даже не подозревает, что Стефан — вампир, которому уже сотни лет, и который старается мирно жить среди людей, несмотря на то, что его брат, Дэймон — воплощение вампирской жестокости и кровожадности. Теперь два брата-вампира — один добрый, другой злой — ведут борьбу за души Елены, ее друзей и других жителей городка Мистик Фоллз.
Сериал «Дневники вампира» основан на популярной серии книг американки Лизы Джейн Смит и первоначально был прохладно встречен критиками, однако получил несколько наград Teen Choice Awards и имеет успех среди подростков.
","['2009', '—', '2017']",7.0,"['Иен Сомерхолдер, Нина Добрев, Пол Уэсли, Стивен Р. МакКуин, Сара Каннинг, Кэт Грэхэм, Кэндис Аккола, Зак Рериг, Майкл Тревино, Мэттью Дэвис, Кайла Юэлл, Джозеф Морган, Миа Киршнер', 'США', '18 +']"
5,https://kino.mail.ru/series_862786_mazhor/,https://resizer.mail.ru/p/b0ee89bc-76c5-5a2f-8df6-815439a8568c/AQAC3qQRc_GP0oTWDSe4P68ZfljQpnD6H-ev3Q1i8wOoiB2DDtgbEU_y_nEQbBDG8_hcVw25IY04V-HtIbRsv0UD3QQ.jpg,Мажор,"['драма', 'криминал', 'детектив']","Игорь Соколовский — типичный московский мажор. Сын олигарха, он не проработал ни одного дня в жизни, хотя и получил престижное юридическое образование. Ночи напролет он прожигает жизнь и никогда не задумывается о будущем и о последствиях. Однажды во время очередного ночного загула Игорь вступается за приятеля — в драке с полицейским он выбивает оружие из рук офицера  и зарабатывает этим поступком массу проблем. В наказание отец Соколовского лишает сына всех благ и привилегий и отправляет работать в полицию — в то самое отделение, где служат ночные дежурные. В полиции мажора не ждут, его презирают. Новая жизнь становится для Игоря серьезным испытанием, пройдя которое он станет настоящим мужчиной и встретит свою любовь.","['2014', '—', 'по']",7.8,"['Павел Прилучный, Дмитрий Шевченко, Карина Разумовская, Александр Обласов, Денис Шведов, Никита Панфилов, Анна Андрусенко, Остап Ступка, Александр Дьяченко, Игорь Жижикин, Заза Чантурия, Любовь Аксенова', 'Россия', '16 +']"
6,https://kino.mail.ru/series_758364_kuhnya/,https://resizer.mail.ru/p/050cdde2-fa50-59c5-b41a-b35b87ea1b63/AAAC4NCpy30HHqNXrMPkGm4gpyAZfuwFr05rwGh_IxpVg2CAU_w48rQ0waBm75S0pme8umYFp5hUVRv08GVeNiZKA9A.jpg,Кухня,['комедия'],"Максим Лавров одержим мечтой стать знаменитым шеф-поваром. Он отправляется в Москву, чтобы устроиться в известный ресторан, владельцем которого является звезда шоу-бизнеса. Кухней этого ресторана заведует прославленный шеф-повар Виктор Баринов. Он знает сильные стороны своего таланта и гастрономические слабости своих едоков, поэтому царствует на кулинарном пьедестале с высоко поднятой головой. Оборотная сторона этого идеального образа — злоупотребление алкоголем, страсть к азартным играм и невыносимый характер. В гневе Баринов страшен, в загуле — неукротим. Отвязную эпикурейскую натуру кулинарного гуру готовы терпеть многие, но только не арт-директор ресторана Виктория Гончарова. Молодая успешная карьеристка с ледяным сердцем и деловым подходом к личной жизни, Виктория готова пойти по головам, чтобы только обеспечить столичному ресторану славу лучшего места в городе. Личное счастье она понимает как личную свободу, помноженную на личные успехи. И никаких мужчин — они так отвлекают… В общем, Максим оказывается в центре непрекращающейся дуэли между шеф-поваром и арт-директором.
Первый сезон сериала «Кухня» вышел на экраны в 2012 году. На тот момент проект был самым дорогим среди российских сериалов — стоимость одной серии составила порядка $200 000.","['2012', '—', '2016']",7.5,"['Дмитрий Назаров, Марк Богатырев, Дмитрий Нагиев, Юлия Такшина, Елена Подкаминская, Марина Могилевская, Виктор Хориняк, Никита Тарасов, Сергей Епишев, Ольга Кузьмина, Сергей Лавыгин, Валерия Федорович, Тимур Еремеев, Алена Мордовина', 'Россия', '16 +']"
7,https://kino.mail.ru/series_759310_sherlok/,https://resizer.mail.ru/p/ab5686e2-22c5-531e-bc29-eea2883c3576/AAACaGQP4qDNJPMH2G1YLiCmyavZR6fiism_bx_bwnrIRxIYCDpqQWv1OdhGambhT5IFuxJIiTMp-nTI2EqsZZpLGcs.jpg,Шерлок,"['драма', 'криминал', 'детектив']","Консультирующий детектив Шерлок Холмс, подыскивая соседа по квартире, знакомится с Джоном Ватсоном — военным врачом, вернувшимся из Афганистана. Они поселяются в доме 221 Б по Бейкер-стрит у пожилой хозяйки миссис Хадсон. Шерлок и Джон помогают Скотланд-Ярду в раскрытии сложных дел, используя методы наблюдения, анализа, дедукции, а также современные технологии, такие как интернет и мобильные телефоны...
Авторы «Шерлока» Марк Гэтисс и Стивен Моффат, известные работой над сериалами «Доктор Кто» и «Джекилл» радикально подошли к адаптации произведений Артура Конан Дойля: действие перенесено из XIX в XXI век. Главные роли Шерлока Холмса и доктора Джона Ватсона исполняют Бенедикт Камбербэтч и Мартин Фримен. Первый же сезон «Шерлока» собрал положительные отзывы критиков и был номинирован на несколько наград. В 2011 году «Шерлок» стал обладателем телевизионной премии BAFTA в категории «Лучший драматический сериал».","['2010', '—', '2017']",8.4,"['Бенедикт Камбербэтч, Мартин Фриман, Эндрю Скотт, Уна Стаббс, Руперт Грейвз, Зави Эштон, Луиза Брили, Марк Гейтисс, Винетт Робинсон, Аманда Аббингтон, Таня Муди, Лара Пулвер, Ларс Миккельсен, Уна Чаплин', 'Великобритания', '18 +']"
8,https://kino.mail.ru/series_815974_fizruk/,https://resizer.mail.ru/p/19ea436a-3421-51b3-a2e6-f068a124e239/AAACoAV5s_KxTl6tiwrj2HHcsc99w3tBfNHCyZo-_GV4Hh7t6GZeqtUX0u627gLZe1MtDOPKcdnpQ_bQtrW7E-CgwDY.jpg,Физрук,['комедия'],"Когда в стране царили «лихие» 90-е, Фома был «правой рукой» влиятельного человека с темным прошлым. С наступлением стабильных 2010-х босс выгнал своего помощника на пенсию, но Фома решил во что бы то ни стало вернуться на прежнюю должность. Для этого он придумал хитрый план: устроиться учителем физкультуры в школу, где учится ребенок бывшего работодателя, подобраться к нему, завоевать доверие и напомнить о себе... Но в первый же день на новой работе планы Фомы рушатся. Теперь ему придется надолго задержаться в этом совершенно незнакомом ему мире детей и учителей, который разительно отличается от привычного ему круга.","['2014', '—', '2017']",7.1,"['Дмитрий Нагиев, Полина Гренц, Анастасия Панина, Владимир Сычев, Даниил Вахрушев, Александр Гордон, Артур Сопельник, Евгений Кулаков, Карина Мишулина, Елена Муравьева, Андрей Крыжний, Владимир Жеребцов, Виктория Клинкова, Ян Цапник, Оксана Сидоренко, Валентин Юнин, Егор Пежемский, Юрий Устюгов, Дмитрий Власкин, Екатерина Мельник, Павел Лычников, Мария Киселева, Егор Клинаев', 'Россия', '16 +']"
9,https://kino.mail.ru/series_758311_interni/,https://resizer.mail.ru/p/2530eaed-62af-56ee-9f3c-f9cbbe2c9675/AAACPsCUXKcwR3kIb7Rvt1GhSBmXnxYGhnsq0tAn9zjeMrV0uRGMKrph34CqaHB3CitdeP3LTnET8k85JM54i1YR7hA.jpg,Интерны,['комедия'],"Четыре молодых и неопытных интерна постоянно попадают в смешные и нелепые ситуации. Их руководитель — заведующий терапевтическим отделением доктор Андрей Евгеньевич Быков — то и дело над ними подшучивает. Помогают Быкову и наблюдают за приключениями интернов его друг — венеролог Иван Натанович Купитман и медсестра Любовь Михайловна Скрябина. А наводит порядок в больнице главврач Анастасия Константиновна Кисегач.
Идея сериала «Интерны» принадлежит Вячеславу Дусмухаметову, одному из создателей «Универа». Сюжеты основаны на реальной врачебной практике.","['2010', '—', '2016']",7.3,"['Иван Охлобыстин, Илья Глинников, Кристина Асмус, Александр Ильин-мл., Вадим Демчог, Светлана Камынина, Светлана Пермякова, Один Ланд Байрон, Дмитрий Шаракоис, Татьяна Лянник, Аглая Тарасова, Лидия Арефьева, Оксана Сидоренко, Илья Шидловский, Александр Ляпин, Яна Гурьянова, Азамат Мусагалиев, Максим Пинскер', 'Россия', '16 +']"
