,url,poster,title,ganres,description,year,rating,cast
0,https://kino.mail.ru/series_784103_tommi_oboroten/,https://resizer.mail.ru/p/8d63007a-e7b9-57da-8c83-3ce1a48b408d/AAACs3yowY1iwDPxQAUOSia2VGJxZfhOc-okhIpXcVdsHKMrGFCz8t2H-SE11NeoVeOp9mq_9lie54zEbnDME9xgNxQ.jpg,Томми-оборотень,"['комедия', 'ужасы']","Однажды старшеклассник Томми Доукинс, отпраздновав начало учебного года, решает отправиться в лес. Там с ним происходит невероятное — его кусает волк-оборотень! Вскоре после происшествия Томми и сам становится оборотнем. Свою вторую сущность герой вынужден скрывать от всех. Днём он обычный школьник, а ночью — Томми-оборотень. О своём секрете юноша поведал лишь одному человеку — самому непопулярному ученику школы Мёртону Динглу, так как он увлекается всем сверхъестественным и мистическим. Томми надеется, что с его помощью ему удастся вернуть человеческий облик. Но пока его новый друг не нашёл лекарство, наш герой решил использовать свою сверхсилу в борьбе с силами зла.","['1999', '—', '2002']",6.9,"['Дэнни Смит, Брэндон Куинн, Доменик Ди Роза, Эме Кастл, Роб ДеЛеу, Джек Моссхаммер, Рашель Лефевр, Натали Вансье, Джейн Вилер, Ричард Жютра', 'Канада', '12 +']"
1,https://kino.mail.ru/series_770430_tuhachevskii_zagovor_marshala/,https://resizer.mail.ru/p/46311a3b-4a1f-58d7-878b-ef7bad1f5483/AAACrcUQA9Ciaqe5rwzhR_qMg1wgz73QafrpwvA8ZEmUH55CSdljpeMzoaSVhd_dwnIb1oiDTcvDx-gvS_fueDLEWGM.jpg,Тухачевский: Заговор маршала,"['драма', 'исторический', 'биография']","Маршал Михаил Николаевич Тухачевский — личность неоднозначная. Один из самых ярких героев Гражданской войны, победивший Колчака и Деникина, в один момент превратился в главаря военно-фашистского заговора и был казнен. А позже был реабилитирован, как и многие деятели того времени. На самом деле, до сих пор точно неизвестно, существовал ли заговор. У авторов сериала есть на этот счет свое мнение. Фильм «Тухачевский. Заговор маршала» исходит из того, что заговор был и имел шансы на успех. Тухачевский представлен в фильме фигурой сильной и неоднозначной. Каким он и являлся в действительности.
","['2010', '(Сериал', 'закончился)']",5.7,"['Андрей Чубченко, Анатолий Дзиваев, Анна Казючиц, Юрий Нифонтов, Александр Самойлов, Андрей Андреев, Олег Гераськин, Алексей Никульников, Александр Рапопорт, Наталья Третьякова', 'Россия', '16 +']"
2,https://kino.mail.ru/series_899185_ukradennaya_svadba/,https://resizer.mail.ru/p/6745cb71-ccb3-55e8-af2d-c7516f576d2d/AAACnOrGps-B2gS-j4KTFZU7-ZLoO2LavwIRbU79bmidpYDETnv7kGb7ZDBDHWNLMpw9zA-Sw3Sf-ntObyRm388LMOE.jpg,Украденная свадьба,['мелодрама'],"Герой сериала «Украденная свадьба» — Ярослав Толоконников, известный писатель, который в прошлом работал следователем. На презентации своей новой книги он знакомится с красавицей Ингой. Между ними вспыхивают чувства, и через какое-то время они решают пожениться. Но прямо во время свадьбы невеста сбегает при загадочных обстоятельствах... Ярослав отправляется к ней домой, где находит пятна крови и пистолет. Постепенно, разбираясь в этом странном деле, он узнает о том, что прошлое его будущей жены не безоблачно: два ее жениха были убиты прямо на свадебной церемонии.","['2015', '(Сериал', 'закончился)']",,"['Сергей Горобченко, Анна Попова, Игорь Штернберг, Сергей Генкин, Юрий Ваксман, Елена Ручкина, Игорь Фурманюк, Тимур Бадалбейли', 'Россия', '1 ноября 2015 (РФ)']"
3,https://kino.mail.ru/series_839928_harvi_berdmen_advokat/,https://resizer.mail.ru/p/af9fb87a-a867-5bd5-bf30-a7e62bda8790/AAAClyLkNtJHIEo0aZi6LmuHHTW_stmZBa_EI5tmIDW_QOkolO_gNPLADS-nz3QRQU_rJJZTOgApnZeY14bP9AirKzs.jpg,"Харви Бердмэн, адвокат","['фантастика', 'комедия', 'мультсериалы']","Харви Бердмэн — третьесортный супергерой, который не может похвастаться выдающимися способностями или гениальным умом. Он получает адвокатскую практику в компании «Себбен и Себбен». Его клиенты — персонажи мультфильмов 1960-х годов, созданные компанией Hanna-Barbera (например, Фред Флинстоун). Но и адвокат из Харви получился не самый успешный и сообразительный. 
«Харви Бердмэн, адвокат» — это один четырех спин-оффов мультсериала «Космический призрак».","['2000', '—', '2007']",,"['Гэри Коул, Джон Майкл Хиггинс, Крис Эджерли, Морис ЛаМарш, Питер МакНикол, Грэй Гриффин, Стивен Колбер, Эрик Рихтер, Пэйджет Брюстер, Томас Аллен', 'США', '16 +']"
4,https://kino.mail.ru/series_931021_harlan_koben_nevinoven/,https://resizer.mail.ru/p/3445f6b1-8cf4-52dd-a0d2-b53e5b122331/AQACGRWzDFsKBxFil-iBxyADRr_Y2G4gKBT6nSi1cwLQceNpu_lb9fuKqwoc2ZCysVuyn4qCpRT6UVB1D4YvlZoVoMg.jpg,Харлан Кобен. Невиновен,"['драма', 'криминал', 'триллер', 'детектив']","Будучи студентом колледжа, Матео Видаль в драке случайно убил человека и получил за это 4 года тюрьмы. Выйдя на свободу, он начинает новую жизнь — устраивается в юридическую фирму брата и возобновляет отношения со своей бывшей девушкой Оливией. Вскоре возлюбленная героя беременеет, поэтому пара покупает большой дом для будущей семьи. От событий четырехлетней давности остаются лишь чувство вины и редкие встречи с матерью убитого Матео парня. Но от прошлого нельзя просто так скрыться. Однажды, когда Оливия отправляется в командировку, Матео получает с ее номера звонок, который полностью разрушит его мирное существование.
Сериал основан на романе американского писателя Харлана Кобена «Невиновен», который был опубликован в 2005 году.","['2021', '(Сериал', 'закончился)']",,"['Марио Касас, Аура Гарридо, Александра Хименес, Хосе Коронадо, Хуана Акоста, Анна Аларкон, Мартина Гусман, Суси Санчес, Мики Эспарбе, Ана Вахенер', 'Испания', '18 +']"
5,https://kino.mail.ru/series_836739_shkola_geroev/,https://resizer.mail.ru/p/6aa217a9-023b-56a4-832b-ae48fda50b41/AAAC8CC15LylXbKHAGdLOjRphJBljWjXdUEULtOAMb2e74WcqwpS_s3sr08nh_DCjOPLvPAfp-GN-FvNguDx_fTKlOg.jpg,Школа героев,"['фантастика', 'приключения', 'мультсериалы']","«Школа героев» — особенное место, где учатся обычные с виду школьники. На самом деле это маленькие супергерои, обладающие уникальными силами. Ежедневно они сталкиваются с вопросами добра и зла, дружбы и ненависти, жизни и смерти. Несмотря на юный возраст, они уже готовы противостоять агрессорам. Так, школьник Бунзен, управляющий силой огня, бросил вызов коварному монстру, разрушающему город Мастодомполис. Но оказалось, что огонь не способен навредить противнику, поэтому на помощь Бунзену пришла учительница. ","['2005', '(Сериал', 'закончился)']",,"['6 +', 'сентябрь 2005 (Мир)', 'Рафаэль Валентин Пастрана']"
6,https://kino.mail.ru/series_793321_yablonevii_sad/,https://resizer.mail.ru/p/343c3af6-8820-518a-9118-659931eee9ad/AAAC7ttoiT5fgfOm1VR6MeWUHbWKkhYRm-VmOy0cwbeyfh30JfSGeIJbJRWH1gBgL8ExHCbM6rUVB0akV72CUx5rwW0.jpg,Яблоневый сад,['мелодрама'],"Героиня сериала «Яблоневый сад» Анна Андреевна, всю жизнь проработавшая учительницей, выходит на пенсию и покупает дачу в небольшом поселке. Ее соседкой оказывается бывшая доярка Таисия. Разница в образовании и жизненном опыте не мешает им стать близкими подругами: в судьбах женщин находится много общего. Такая же крепкая дружба завязывается между их внуками Димой и Машей. Им не раз предстоит поддерживать друг друга в трудные минуты. Когда на глазах одиннадцатилетней Маши погибает ее мать, Дмитрий изо всех сил старается заботиться о ней. Но вскоре и ему самому понадобится забота Маши: через год в авиакатастрофе гибнут его родители. Проходят годы. Детская привязанность Маши перерастает в настоящую любовь, но Дмитрий женится на другой. Ему предстоит столкнуться с тяжелыми испытаниями, пройдя через которые он наконец поймет, кто его настоящая любовь.","['2012', '(Сериал', 'закончился)']",,"['Людмила Свитова, Эльдар Лебедев, Тамара Семина, Галина Стаханова, Карина Карпухина, Елена Ручкина, Никита Быченков, Павел Афонькин, Владимир Носик, Николай Клименко', 'Россия', '0 +']"
7,https://kino.mail.ru/series_918692_avariya/,https://resizer.mail.ru/p/15e58f97-918f-5af3-a3df-265ef228b9a8/AAACc_iLjnUksr1YXP19cGmQJAqfV4w9qg60m18Je7EfuCZk30digEFFH_59gyEkzWCyjyC4Jfd1qxGvaxFOy0V75Nk.jpg,Авария,['мелодрама'],"На одном из столичных проспектов происходит автомобильная авария — внедорожник главы нефтяной компании Шумина таранит автомобиль врача Краснова. Врач погибает, а его беременная жена Женя рожает в карете «Скорой помощи». Выясняется, что Шумин спешил отвезти в больницу сына, который упал в пустой бассейн и пробил голову. Состояние ребенка ухудшается, а спасти его может только срочная уникальная операция, которую в нашей стране способен провести лишь один хирург — Женя Краснова, ставшая по вине Шумина вдовой.","['2018', '(Сериал', 'закончился)']",,"['Екатерина Решетникова, Денис Матросов, Анна Миклош, Сергей Перегудов, Екатерина Унтилова, Роман Грибков, Вероника Норина, Маргарита Аброськина', 'Россия', '16 +']"
8,https://kino.mail.ru/series_902204_obekt_po_imeni_pushkin/,https://resizer.mail.ru/p/69816ef2-906d-595b-bb59-d1cef5a9f261/AAACm9URw58wB4G99goNmfSTIZ8JIRB1aXFghZlUwdl_jZzqahWjrbpllX4J-qRTAKhM-6v8qbj5QOXm2tWRy2osuBE.jpg,Выйти замуж за Пушкина,"['мелодрама', 'комедия']","Героиня сериала «Выйти замуж за Пушкина» — девушка из Москвы, дочь богатых родителей. Мама с папой уже подыскали ей подходящего жениха из их круга, и до поры до времени все шло как по маслу. Но неожиданно для всех родственников девушка уезжает в Псков, где знакомится с бедным филологом-пушкинистом, который работает над трудом под названием «Пушкин и охранка». Молодые люди влюбляются друг в друга без памяти. Но родители девушки недовольны таким поворотом: они посылают своих людей следить за парой.
По мотивам повести Александра Галина «Объект по имени Пушкин».","['2016', '(Сериал', 'закончился)']",,"['Александра Бортич, Дмитрий Гудочкин, Павел Кузьмин, Роман Мадянов, Пьер Бурель, Кирилл Иванченко, Дмитрий Панфилов, Екатерина Семенова, Вадим Андреев, Иван Добронравов, Василий Мищенко, Евгения Нохрина, Всеволод Шиловский, Любовь Германова', 'Россия', '12 +']"
9,https://kino.mail.ru/series_899314_dalshe_lyubov/,https://resizer.mail.ru/p/80555b67-c178-5719-ae61-b72d3663a989/AAACxakd6w0G9qVPp2qZgYj61unuNA7NogWw29_HS_rA50X34s8PNT_SpHzojC_Q6MmlV7Bi0OauSfA59FuzfJWBGig.jpg,Дальше — любовь,['мелодрама'],"38-летняя Эльза (Любовь Толкалина) работает главным юристом в крупной нефтедобывающей компании. Всю жизнь она стремилась реализовать себя в профессии и, благодаря трудолюбию и усердию, добилась небывалых карьерных высот. Но на вершине успеха Эльза отчетливо почувствовала свое одиночество.
Однажды накануне переезда в Лондон по случаю повышения девушка вдруг узнает, что ее уволили. Вдобавок ко всему она получает тревожную телеграмму от родственников, которые просят ее срочно приехать. Героиня сериала «Дальше — любовь» решает оставить свою прежнюю жизнь и начать все сначала в глухой провинции.","['2010', '(Сериал', 'закончился)']",,"['Любовь Толкалина, Алексей Макаров, Дмитрий Миллер, Александр Макогон, Юрий Цурило, Ирина Знаменщикова, Александр Наумов, Анна Чил-Акопова, Луиза-Габриэла Бровина, Игорь Гудеев, Никита Люшненко', 'Россия', '16 +']"
