,url,poster,title,ganres,description,year,rating,cast
0,https://kino.mail.ru/series_902169_familnie_tsennosti/,https://resizer.mail.ru/p/102349a7-3d90-5949-9395-a651c94f19b0/AAACazR4XOfbXfNm3pJhQFBUpXCYmHUF6zH9RnZoH4lyBK_jPwzBfHzDxwdA_Tba6Z2WD-sgXOzsYzc227e494yHtj0.jpg,Фамильные ценности,['мелодрама'],"Талантливая балерина Татьяна Гореева (Анна Пескова) блистает на сцене столичного театра. Девушка добилась больших успехов, и это вызывает зависть коллег и сценического партнера балерины. Даже лучшая подруга не остается в стороне от закулисных интриг и делает так, что Татьяна ломает ногу. Главной героине сериала «Фамильные ценности» предстоит пройти через боль и отчаяние, испытать разочарование и узнать о коварстве самых близких людей...","['2017', '(Сериал', 'закончился)']",,"['Анна Пескова, Виктор Добронравов, Ольга Науменко, Дмитрий Орлов, Ксения Энтелис, Всеволод Болдин, Светлана Кожемякина, Елена Нестерова, Петар Зекавица, Екатерина Дмитриева', 'Россия', '12 +']"
1,https://kino.mail.ru/series_918750_chuzhaya/,https://resizer.mail.ru/p/123255d3-9dfe-5d4a-89b8-305bf545d642/AAACUrJlmnU5I1e9sG3qCfXAL-ieSZhLONoXl8alGBL5dUfHpciOYTVLXmFfuuQ316N80lnezhj83AsBpO_GfUERUb4.jpg,Чужая,['мелодрама'],"Катя Полякова два года назад попала в автомобильную аварию. Сейчас она проходит реабилитацию, ее во всем поддерживает любящий муж Сергей. Единственное, что омрачает Катино существование — потеря памяти в результате аварии. За эти годы она так и не смогла ничего вспомнить — ни мужа, ни аварию, ни свою прошлую жизнь. Однажды, гуляя в парке, Катя встречает знакомого из прошлой жизни — Дмитрия. Мужчина узнает ее, но быстро уходит, попросив не рассказывать ничего мужу. После этого героиня выясняет, что она вовсе не Катя Полякова. Ее настоящее имя — Марина Жданова, которая исчезла несколько лет назад при таинственных обстоятельствах.","['2018', '(Сериал', 'закончился)']",6.4,"['Елена Аросьева, Дмитрий Исаев, Евгений Пронин, Денис Матросов, Светлана Щедрина, Галина Бокашевская, Михаил Разумовский, Вячеслав Аркунов', 'Россия', '5 марта 2018 (РФ)']"
2,https://kino.mail.ru/series_928686_afera/,https://resizer.mail.ru/p/730acc87-8b5e-5e20-99d8-5d72e9f68677/AQACkEF0C6o7377vbql9xbEUcmLSY-2oG504swyCQEbzvXIMvN4mLxFGMrxrt3w0Cd7tPagnxRFwGDWwTguJKRXu74g.jpg,Афера,['комедия'],"Братья Ваня, Костя и Данила Поповы много лет держали в страхе весь поселок и терроризировали соседей. Но все изменилось после начала пандемии коронавируса. Браться самоизолировались в своем доме, а жители поселка впервые за много лет вздохнули спокойно. По окончании самоизоляции односельчане решают не сообщать братьям Поповым об отмене карантина. С этого начинается большая афера с участием всей деревни из 200 человек.","['2021', '(Сериал', 'закончился)']",4.6,"['Александр Волохов, Данил Стеклов, Артем Гайдуков, Сергей Степин, Наталия Санько, Игорь Царегородцев, Светлана Листова, Татьяна Лялина, Николай Качура, Лидия Ильина, Елена Доронина', 'Россия', '16 +']"
3,https://kino.mail.ru/series_782024_berega/,https://resizer.mail.ru/p/3235ef0a-8bab-502f-b363-6b447c483344/AAACkV21QGHxvpvtEU0IEWozyjYFDXav53pLQdki3gNgkZjZzgiFe5FYSr2xnWEm-d5_kQ64iK23QJJyh81eSX5nOQU.jpg,Берега,"['мелодрама', 'боевик']","Российско-финская граница. Наши дни. Из Петербурга приезжает новый начальник погранзаставы, майор Ковальский. С ним вместе приезжает и его сын Сергей. Там чистенькому столичному штабисту приходится нелегко. Слишком вольные порядки на заставе — свиньи-контрабандисты, перевозящие на себе самогон, почти соседская дружба с финнами и панибратские отношения в казарме — сразу же вызывают негодование майора. Но он сумеет доказать всем, что он достоин звания российского солдата.
Комедийный мелодраматический сериал «Берега» рассказывает и об опасных приключениях главного героя, и о новой любви.","['2012', '—', '2013']",,"['Александр Носик, Екатерина Вуличенко, Елена Захарова, Ян Цапник, Сергей Баталов, Олег Комаров, Ксения Буравская, Сергей Дорогов, Владимир Носик, Леонид Громов', 'Россия', '12 +']"
4,https://kino.mail.ru/series_908415_gorod_v_kotorom_menya_net/,https://resizer.mail.ru/p/b3ecf40d-a9c2-5290-8e1f-e581316e0110/AAAClyuqevTNbRppd7q0UCU_KajqDUfUpNW19GSHOOChASQa1GDHwGIdRMO-j7_S5c8nc45xJS8JetWsH7SjyUi9Ni4.jpg,"Город, в котором меня нет","['драма', 'фантастика', 'триллер', 'приключения', 'детектив', 'мультсериалы']","Главный герой Сатору Фуджинума работает в службе доставки, а все свободное время создает манги. Но особого таланта у молодого человека нет, поэтому его произведения редко печатают. У Сатору есть особый дар — он может переноситься в прошлое, чтобы спасти людей и предотвратить преступления и аварии. Фуджинума не может контролировать свои перемещения, они происходят сами собой. Однажды молодой человек смог спасти ребенка от похищения, но после этого потерял мать: женщина догадалась, кто мог быть организатором преступления, и ее убили. Теперь главный герой прикладывает все усилия, чтобы обнаружить убийцу своей мамы...
Сериал «Город, в котором меня нет» является экранизацией одноименной манги Кэя Санбэ.","['2016', '(Сериал', 'закончился)']",8.0,"['Акасаки Тинацу, Юкитоси Кикути, Шин’носуке Мицусима, Мицуру Миямото, Такахиро Мидзусима, Аяка Нанасэ, Ю Тайчи, Минами Такаяма, Тао Цутия', 'Япония', '12 +']"
5,https://kino.mail.ru/series_817373_bolshie_vodi/,https://resizer.mail.ru/p/251a40aa-4d3a-5498-b369-99f7f1192264/AAACg6k7gJmwexEeD_hnjAld3ojj3311EYIqLA7awVJDf8J_Ynykxm3bby2QNBE1uIxkjIvJeGj-0Q5_9vnFrJbw98I.jpg,"Гуще, чем вода",['драма'],"Два брата и сестра приезжают по приглашению матери в гостевой дом, чтобы отметить ее день рождения. Но когда ее находят мертвой, это приводит в действие цепочку событий, которые никто не мог предвидеть. Семейные тайны и ложь постепенно выходят на поверхность, и жизнь героев сериала «Гуще, чем вода» уже никогда не будет прежней.","['2014', '—', 'по']",,"['Молли Натли, Сага Саркола, Бьёрн Бенгтссон, Юэль Спира, Калле Перссон, Никлас Рокстрём, Алиетт Офейм, Джессика Грабовски, Торкель Петерссон', 'Финляндия, Швеция', '16 +']"
6,https://kino.mail.ru/series_926380_ded_morozov/,https://resizer.mail.ru/p/c23bd62e-60a1-5014-91a6-4d7083d17ddd/AQAC--eQ9LMbEiHCh_P0sYdK4EV-kx9Uyb5J0CkTiaQUJIdJhwtDgKCKLvK4zeeIlkF6yF6aP6b5AmEp70ptQrTJnno.jpg,Дед Морозов,"['боевик', 'военный']","Главный герой сериала — Николай Александрович Морозов — революционер и террорист, который около тридцати лет провел в царских тюрьмах за подготовку покушения на Александра II. Застав начало Великой Отечественной Войны глубоким стариком, Морозов ушел добровольцем на фронт.
Сериал основан на реальных событиях.","['2020', '—', '2023']",6.3,"['Аристарх Ливанов, Нино Кантария, Николай Шестак, Алла Пролич, Максим Сапрыкин, Филипп Рейнхардт, Валентина Гарцуева, Андрей Олиференко, Александр Тарасов, Олег Бабуль, Максим Дубовский, Максим Брагинец, Святослав Астрамович', 'Россия', '16 +']"
7,https://kino.mail.ru/series_914836_delo_sudi_karelinoi/,https://resizer.mail.ru/p/627d4a27-f721-53f1-813f-19175617b25e/AAAC4hzPl_m_2N8RR1m4nrY57sfS_3jp1C6U7i5g2yiree8PqOmGF9sfpRw0xnLMo4isBanSMaWna2uB58vmkAFbR-I.jpg,Дело судьи Карелиной,"['мелодрама', 'детектив']","Ирина (Светлана Антонова) давно работает судьей, считая, что главное в жизни — честность и справедливость. Она не идет на компромиссы на работе, а в личной жизни для нее существует единственный мужчина — муж Кирилл (Данила Дунаев). Но однажды главная героиня сериала «Дело судьи Карелиной» узнает, что муж ей изменяет, и решает порвать с ним. Заглушить душевную боль не помогает даже внимание коллеги, следователя Игоря Шевцова (Максим Битюков), который давно влюблен в Ирину. Вскоре судья встречает бывшего коллегу мужа, Андрея, с которым у женщины начинается роман. Но счастье оказывается недолгим — мужчина попадает на скамью подсудимых...","['2017', '(Сериал', 'закончился)']",,"['Светлана Антонова, Вячеслав Дробинков, Данила Дунаев, Максим Битюков, Екатерина Молоховская, Эрик Яралов, Александр Армер, Татьяна Ермилова, Анастасия Савосина, Анвер Ягудин', 'Россия', '12 +']"
8,https://kino.mail.ru/series_916720_zakon_merfi/,https://resizer.mail.ru/p/520cf83c-f706-501a-801b-d0ab668128a2/AAACakbfBiLr5Ed7RBPYj-dUdwJwAbMuUoZhB9LtpvS5MuBzbGi1L6WZfnCU2w1_kIqxyBKE0D9Kucn4QcN7bdS_w9M.jpg,Закон Мерфи,"['комедия', 'приключения', 'семейный', 'мультсериалы']","14-летний Майло — внук знаменитого капитана Мерфи, который придумал закон, гласящий, что если какая-нибудь неприятность может произойти — она обязательно произойдет. Именно под таким девизом и проходит вся жизнь Майло. Из-за патологического невезения он постоянно оказывается в эпицентре всевозможных передряг, а вместе с ним и его друзья Зак и Мелисса — единственные жители города, которые не боятся проводить с ним время. Однако, благодаря невероятному оптимизму Майло, а также рюкзаку, с которым мальчик не расстается и в котором непременно найдется вещь на любой случай, и верному псу по кличке Собак героям сериала «Закон Мерфи» удается найти выход из любой критической ситуации.","['2016', '—', 'по']",,"['«Странный Эл» Янкович, Сабрина Карпентер, Мекай Кертис, Ди Брэдли Бейкер, Дэн Повенмайр, Джефф «Свомпи» Марш, Памела Адлон, Крисси Фит, Дидрих Бадер, Винсент Мартелла', 'США', '12 +']"
9,https://kino.mail.ru/series_888036_zloi_gorod/,https://resizer.mail.ru/p/776d5407-f2f2-5ce7-894f-da8b660edab2/AAACTzzXQCRyv_1tPpPHsUrhuzSAJcC0RmKNLxphps9LXCAkYSUscMwwkZfarqfyrJOC0I3xJC_Ov08EfTYWlakhTR4.jpg,Злой город,['детектив'],"«Злой город» — детективный сериал о двух сыщиках, сотрудниках полиции Лос-Анжелеса, расследующих запутанное дело, в котором фигурируют несколько убитых схожим образом людей. Все преступления совершены парочкой серийных убийц, между которыми, как между Бонни и Клайдом, существует романтическая связь, и именно это является их слабым местом.","['2015', '(Сериал', 'закончился)']",,"['Эд Вествик, Эрика Кристенсен, Таисса Фармига, Гэбриел Луна, Энн Уинтерс, Каролина Выдра, У. Эрл Браун, Сара Морнелл, Дэвид Салливан, Элизабет Стокс', 'США', '16 +']"
